
6.9221e-005 -0.361518 621.754 -351029 1949.99 -15.4024 

0.000255777 -1.53972 3087.09 -2.06156e+006 1955.04 -18.2455 

-6.08494e-005 0.38185 -798.58 556538 1980 -18.38 

0.000301324 -1.83191 3710.62 -2.50414e+006 2015.57 -29.193 

0.000147776 -0.916583 1894.24 -1.30435e+006 2040 -22.83 

-0.000409837 2.54398 -5262.58 3.62799e+006 2099.99 20.6413 

0.000138239 -0.83291 1669.05 -1.11212e+006 2129.67 8.96556 

-0.000180155 1.10076 -2234.32 1.50602e+006 2159.37 26.6978 

-7.9099e-005 0.579212 -1396.2 1.11053e+006 2160 26.57 

0.000566922 -3.78421 8419.52 -6.24394e+006 2192.85 -3.7289 

-0.000858958 5.72917 -12735.8 9.43574e+006 2240.66 29.1653 

0.000226317 -1.45885 3125.14 -2.22408e+006 2279.99 -28.9336 

0.000317392 -2.26013 5357.39 -4.22762e+006 2282.94 -30.0794 

5.22635e-005 -0.301585 553.625 -313794 2338.72 -23.1603 

0.000368739 -2.65385 6364.29 -5.08559e+006 2340 -22.8 

-0.00101129 7.22242 -17192 1.36398e+007 2387.77 29.9561 

0.000589772 -4.18746 9906.25 -7.80826e+006 2429.37 -21.5648 

-6.37195e-005 0.352538 -581.293 245169 2459.99 17.0095 

-0.000266005 2.08083 -5411.94 4.68101e+006 2460 17.01 

0.000275147 -2.14912 5586.28 -4.83284e+006 2493.01 -25.2565 

0.000246898 -1.79754 4352.63 -3.50465e+006 2546.55 -21.9685 

-9.19967e-005 0.612545 -1326.33 924515 2579.99 26.6351 

-0.000324837 2.61374 -7001.91 6.24535e+006 2581.96 27.2345 

1.57877e-005 -0.193892 692.08 -766222 2638.9 12.9764 

-0.000148685 1.24643 -3474.61 3.22157e+006 2640 12.68 

0.000635988 -5.14973 13897.9 -1.25009e+007 2675.91 -24.8773 

-0.000140451 1.13588 -3061.79 2.75075e+006 2729.99 15.0841 

-0.000414926 3.41265 -9354.84 8.54682e+006 2750.51 20.3778 

0.000245338 -2.00846 5479.77 -4.98264e+006 2789.99 1.28865 

-0.000147538 1.18988 -3192.14 2.84812e+006 2819.35 15.0167 

0.000192591 -1.57102 4264.3 -3.85091e+006 2849.25 -5.46079 

0.000145693 -1.3213 3984.18 -3.99529e+006 2850 -5.31 

-0.000354622 3.12645 -9184.14 8.98943e+006 2883.88 30.6625 

-0.000194981 1.67159 -4773.01 4.53904e+006 2935.01 17.9696 

4.60282e-005 -0.357821 908.676 -748334 2969.99 -23.3029 

0.000290498 -2.64063 7997.79 -8.0712e+006 2974.54 -25.5342 

